epoch,val_error1         ,val_error5         ,val_loss          ,train_error1       ,train_error5       ,train_loss
1    ,0.92694            ,0.79196            ,5.0863229942321775,0.9691515625987869 ,0.9024217763960514 ,5.194215297698975
2    ,0.84798            ,0.64942            ,4.344557933807373 ,0.8917580612051357 ,0.7312208322568408 ,4.6394782066345215
3    ,0.79518            ,0.56966            ,3.918274688720703 ,0.8360096693093094 ,0.637620232178943  ,4.290246963500977
4    ,0.7645             ,0.53264            ,3.7207171440124513,0.7973472623006993 ,0.5812154075151795 ,3.878848075866699
5    ,0.7288399999999999 ,0.48341999999999996,3.4715453433990477,0.7669827586879774 ,0.5411464703664706 ,3.8225533962249756
6    ,0.71114            ,0.45631999999999995,3.3348944759368897,0.7431380920676227 ,0.5109146582763996 ,3.610210657119751
7    ,0.67882            ,0.42196            ,3.149055213928223 ,0.7244309289889608 ,0.48710979911284014,3.518906593322754
8    ,0.66056            ,0.40468000000000004,3.046949291229248 ,0.7078585383482403 ,0.468443224029342  ,3.4073050022125244
9    ,0.6483             ,0.39134            ,2.984099130630493 ,0.6942670237369524 ,0.4520987505922335 ,3.4784841537475586
10   ,0.6424799999999999 ,0.38351999999999997,2.9332941341400147,0.6820664284983925 ,0.4388202318667278 ,3.2480106353759766
11   ,0.62024            ,0.35929999999999995,2.8101455545425416,0.671077228807798  ,0.4265845124015839 ,3.194042444229126
12   ,0.62322            ,0.36360000000000003,2.8272254133224486,0.6619051224391512 ,0.41677470618584467,3.1789815425872803
13   ,0.6067             ,0.34697999999999996,2.733345136642456 ,0.6519993100040822 ,0.40597283570369824,3.131643772125244
14   ,0.59494            ,0.33646            ,2.6742573881149294,0.6435897896214935 ,0.3979926114238035 ,3.0151114463806152
15   ,0.58558            ,0.32796000000000003,2.6289117765426635,0.6369036979566286 ,0.3902340600405724 ,2.9711194038391113
16   ,0.57946            ,0.32208000000000003,2.5959751081466673,0.6292434944078329 ,0.38312413604159334,2.9080209732055664
17   ,0.5768             ,0.32218            ,2.581822772026062 ,0.623398823104248  ,0.3769563218534352 ,2.9138689041137695
18   ,0.57328            ,0.31774            ,2.565135746002197 ,0.6174292656616975 ,0.37077758012811757,3.01961612701416
19   ,0.57454            ,0.31506            ,2.5592668724060057,0.6122051223610974 ,0.36568690888853683,2.9635941982269287
20   ,0.56064            ,0.30406            ,2.4844932556152344,0.6070629355891932 ,0.3610255337516498 ,2.742203712463379
21   ,0.55462            ,0.29882            ,2.460219621658325 ,0.6023945356069895 ,0.3565499267464741 ,2.9036617279052734
22   ,0.56726            ,0.31286            ,2.532589859962463 ,0.5985449203733784 ,0.35215627626999446,2.8002116680145264
23   ,0.5555399999999999 ,0.29988000000000004,2.464372224807739 ,0.5945415390811659 ,0.3486828805300167 ,2.6914124488830566
24   ,0.54002            ,0.28534000000000004,2.38246045589447  ,0.5908261764469425 ,0.3453093937012115 ,2.734339475631714
25   ,0.54522            ,0.28732            ,2.39137749671936  ,0.5872661409480575 ,0.3415752981461433 ,2.7598226070404053
26   ,0.5442400000000001 ,0.2893             ,2.3936502265930177,0.5835827803869441 ,0.33865530410945643,2.697506904602051
27   ,0.5400400000000001 ,0.28642            ,2.3866665363311768,0.5810608609182097 ,0.33529898912475886,2.831444501876831
